frame_id,timestamp_s,track_id,label,x,y,raw_x,raw_y,conf
2,0.067,7,vehicle,328,414,336,408,0.888
2,0.067,8,vehicle,1776,1057,1781,1056,0.834
2,0.067,9,vehicle,734,579,730,578,0.882
2,0.067,10,vehicle,1032,582,1034,582,0.863
2,0.067,11,person,354,896,349,897,0.858
2,0.067,12,vehicle,1572,464,1572,464,0.82
2,0.067,13,vehicle,1458,263,1458,263,0.783
2,0.067,14,person,922,714,918,717,0.693
2,0.067,15,vehicle,917,982,933,983,0.486
2,0.067,16,vehicle,66,719,71,726,0.758
2,0.067,17,person,1284,952,1283,952,0.776
2,0.067,18,vehicle,57,469,58,472,0.814
2,0.067,19,person,1328,475,1327,476,0.738
2,0.067,20,person,1396,351,1393,351,0.609
2,0.067,21,person,831,745,828,747,0.779
2,0.067,22,vehicle,1410,193,1410,193,0.717
2,0.067,23,person,572,802,572,813,0.696
2,0.067,24,person,295,320,296,317,0.631
2,0.067,25,vehicle,921,337,919,335,0.441
2,0.067,26,person,378,297,378,300,0.584
2,0.067,27,person,492,799,486,805,0.592
2,0.067,28,person,1073,507,1070,508,0.568
2,0.067,29,person,637,764,635,767,0.654
2,0.067,30,person,1227,1057,1226,1057,0.506
2,0.067,31,person,677,694,673,696,0.664
2,0.067,32,person,910,911,911,909,0.613
2,0.067,34,person,302,246,301,247,0.518
2,0.067,35,person,1049,494,1047,497,0.38
2,0.067,36,person,955,727,951,727,0.478
2,0.067,37,person,971,362,970,365,0.422
2,0.067,38,person,601,707,597,703,0.569
2,0.067,39,vehicle,548,222,555,218,0.475
2,0.067,40,person,980,459,978,464,0.516
2,0.067,41,person,1063,372,1063,371,0.377
2,0.067,42,person,1685,516,1685,516,0.445
2,0.067,43,person,1179,428,1179,429,0.501
2,0.067,44,person,846,546,844,546,0.434
2,0.067,45,vehicle,1393,892,1394,899,0.574
2,0.067,46,person,1098,412,1098,413,0.483
2,0.067,47,person,1134,312,1133,313,0.381
2,0.067,48,person,1671,246,1671,246,0.357
2,0.067,49,person,1635,516,1635,517,0.352
2,0.067,51,vehicle,1610,304,1609,304,0.386
2,0.067,54,person,1491,567,1491,567,0.696
2,0.067,53,person,1637,234,1637,235,0.3
3,0.1,1,vehicle,1549,744,1565,751,0.942
3,0.1,2,vehicle,451,765,442,773,0.94
3,0.1,3,vehicle,1221,702,1227,708,0.932
3,0.1,4,vehicle,999,828,1005,826,0.929
3,0.1,5,vehicle,355,683,360,681,0.915
3,0.1,6,vehicle,786,463,782,467,0.899
3,0.1,7,vehicle,329,413,343,404,0.889
3,0.1,8,vehicle,1777,1057,1783,1056,0.864
3,0.1,9,vehicle,733,579,726,583,0.82
3,0.1,10,vehicle,1032,582,1036,583,0.863
3,0.1,11,person,353,896,348,896,0.862
3,0.1,12,vehicle,1572,464,1572,464,0.822
3,0.1,13,vehicle,1458,263,1458,263,0.786
3,0.1,14,person,921,715,917,718,0.671
3,0.1,15,vehicle,919,982,944,982,0.571
3,0.1,16,vehicle,67,720,75,731,0.817
3,0.1,17,person,1284,952,1283,952,0.769
3,0.1,18,vehicle,57,469,59,474,0.821
3,0.1,19,person,1328,475,1327,476,0.72
3,0.1,20,person,1395,351,1392,352,0.662
3,0.1,21,person,831,746,824,748,0.775
3,0.1,22,vehicle,1410,193,1410,193,0.725
3,0.1,23,person,572,804,571,819,0.649
3,0.1,24,person,295,319,296,314,0.609
3,0.1,25,vehicle,920,337,917,336,0.626
3,0.1,26,person,378,298,378,301,0.552
3,0.1,28,person,1073,507,1068,508,0.582
3,0.1,29,person,637,765,634,768,0.627
3,0.1,30,person,1226,1057,1221,1057,0.513
3,0.1,31,person,676,694,671,695,0.713
3,0.1,32,person,910,910,912,906,0.681
3,0.1,34,person,302,246,300,247,0.493
3,0.1,35,person,1049,495,1046,497,0.391
3,0.1,36,person,954,727,950,728,0.503
3,0.1,37,person,971,362,969,366,0.428
3,0.1,38,person,600,706,594,703,0.622
3,0.1,39,vehicle,549,222,559,215,0.441
3,0.1,40,person,980,460,977,469,0.481
3,0.1,41,person,1063,372,1063,371,0.394
3,0.1,42,person,1685,516,1684,515,0.44
3,0.1,43,person,1179,428,1178,429,0.491
3,0.1,44,person,845,546,843,546,0.401
3,0.1,45,person,1394,893,1405,898,0.406
3,0.1,46,person,1097,412,1096,413,0.441
3,0.1,47,person,1134,313,1132,315,0.408
3,0.1,48,person,1671,246,1671,246,0.315
3,0.1,49,person,1635,516,1635,517,0.305
3,0.1,54,person,1491,567,1495,569,0.673
3,0.1,55,person,536,814,536,814,0.427
3,0.1,56,vehicle,488,820,488,820,0.403
3,0.1,33,vehicle,853,1079,853,1079,0.341
4,0.133,1,vehicle,1552,745,1572,754,0.933
4,0.133,2,vehicle,450,766,439,776,0.937
4,0.133,3,vehicle,1222,703,1229,711,0.937
4,0.133,4,vehicle,1000,828,1009,825,0.929
4,0.133,5,vehicle,356,683,362,681,0.907
4,0.133,6,vehicle,785,463,781,469,0.896
4,0.133,7,vehicle,331,412,348,399,0.895
4,0.133,8,vehicle,1778,1057,1785,1056,0.724
4,0.133,9,vehicle,732,580,724,588,0.866
4,0.133,10,vehicle,1033,582,1038,583,0.858
4,0.133,11,person,353,896,347,896,0.855
4,0.133,12,vehicle,1572,464,1571,464,0.791
4,0.133,13,vehicle,1458,263,1458,263,0.783
4,0.133,14,person,921,715,916,720,0.643
4,0.133,15,vehicle,923,982,954,980,0.607
4,0.133,16,vehicle,68,721,78,731,0.815
4,0.133,17,person,1284,952,1283,952,0.77
4,0.133,18,vehicle,58,470,59,474,0.828
4,0.133,19,person,1328,475,1326,476,0.666
4,0.133,20,person,1395,351,1390,352,0.65
4,0.133,21,person,830,746,821,748,0.724
4,0.133,22,vehicle,1410,193,1409,193,0.724
4,0.133,23,person,572,806,568,826,0.436
4,0.133,24,person,295,319,297,314,0.666
4,0.133,25,vehicle,920,337,916,343,0.628
4,0.133,26,person,378,298,378,301,0.596
4,0.133,28,person,1072,507,1067,509,0.552
4,0.133,29,person,637,765,632,768,0.551
4,0.133,30,person,1225,1057,1218,1057,0.52
4,0.133,31,person,675,695,668,696,0.648
4,0.133,32,person,911,909,913,900,0.654
4,0.133,34,person,301,246,299,247,0.497
4,0.133,35,person,1048,495,1045,498,0.348
4,0.133,36,person,954,727,948,729,0.436
4,0.133,37,person,971,363,968,369,0.397
4,0.133,38,person,599,706,591,705,0.57
4,0.133,40,person,980,461,976,474,0.453
4,0.133,41,person,1063,372,1062,371,0.461
4,0.133,42,person,1685,516,1685,515,0.454
4,0.133,43,person,1179,428,1178,428,0.455
4,0.133,44,person,845,546,841,548,0.356
4,0.133,45,person,1396,893,1415,898,0.463
4,0.133,46,person,1097,412,1094,413,0.571
4,0.133,47,person,1134,313,1131,317,0.375
4,0.133,49,person,1635,516,1635,517,0.321
4,0.133,54,person,1492,567,1495,570,0.433
4,0.133,55,person,536,814,534,817,0.389
4,0.133,56,vehicle,488,820,486,823,0.362
4,0.133,33,vehicle,853,1079,853,1079,0.369
5,0.167,1,vehicle,1554,746,1579,757,0.931
5,0.167,2,vehicle,448,767,435,780,0.925
5,0.167,3,vehicle,1223,704,1232,713,0.936
5,0.167,4,vehicle,1001,828,1012,826,0.931
5,0.167,5,vehicle,357,682,364,680,0.914
5,0.167,6,vehicle,785,464,779,471,0.896
5,0.167,7,vehicle,334,410,354,396,0.896
5,0.167,8,vehicle,1779,1057,1788,1056,0.68
5,0.167,9,vehicle,731,581,722,592,0.854
5,0.167,10,vehicle,1034,582,1039,583,0.87
5,0.167,11,person,352,896,346,896,0.848
5,0.167,12,vehicle,1572,464,1571,464,0.787
5,0.167,13,vehicle,1458,263,1458,263,0.788
5,0.167,14,person,920,716,914,721,0.579
5,0.167,15,vehicle,927,982,965,980,0.41
5,0.167,16,vehicle,69,722,81,728,0.835
5,0.167,17,person,1284,952,1284,952,0.774
5,0.167,18,vehicle,58,470,59,474,0.828
5,0.167,19,person,1327,476,1326,477,0.67
5,0.167,20,person,1394,351,1388,352,0.602
5,0.167,21,person,829,746,819,750,0.713
5,0.167,22,vehicle,1410,193,1409,193,0.735
5,0.167,23,person,571,808,565,829,0.395
5,0.167,24,person,295,318,298,313,0.676
5,0.167,25,vehicle,920,338,915,347,0.584
5,0.167,26,person,379,298,379,301,0.678
5,0.167,27,person,491,801,480,813,0.59
5,0.167,28,person,1072,508,1066,510,0.603
5,0.167,29,person,636,765,630,768,0.554
5,0.167,30,person,1224,1057,1215,1057,0.6
5,0.167,31,person,674,695,659,697,0.576
5,0.167,32,person,911,908,915,897,0.671
5,0.167,34,person,301,246,298,248,0.515
5,0.167,36,person,953,727,945,729,0.407
5,0.167,37,person,970,364,968,372,0.461
5,0.167,38,person,598,707,587,716,0.517
5,0.167,40,person,979,463,975,477,0.398
5,0.167,41,person,1063,372,1061,371,0.46
5,0.167,42,person,1685,516,1685,515,0.47
5,0.167,43,person,1179,428,1177,429,0.479
5,0.167,44,person,845,547,840,551,0.391
5,0.167,45,vehicle,1398,894,1414,903,0.419
5,0.167,46,person,1097,412,1094,413,0.525
5,0.167,47,person,1134,314,1131,318,0.414
5,0.167,49,person,1635,516,1635,517,0.344
5,0.167,54,person,1492,568,1496,571,0.623
5,0.167,55,person,536,815,532,822,0.393
5,0.167,33,vehicle,853,1079,853,1079,0.31
5,0.167,62,vehicle,1792,1056,1791,1056,0.381
5,0.167,64,person,1252,217,1252,217,0.387
5,0.167,39,vehicle,551,221,567,211,0.36
6,0.2,1,vehicle,1558,747,1586,761,0.934
6,0.2,2,vehicle,446,769,431,784,0.927
6,0.2,3,vehicle,1224,705,1234,715,0.935
6,0.2,4,vehicle,1002,828,1015,825,0.921
6,0.2,5,vehicle,358,682,367,679,0.906
6,0.2,6,vehicle,784,465,778,473,0.893
6,0.2,7,vehicle,336,408,359,392,0.896
6,0.2,9,vehicle,730,583,719,595,0.874
6,0.2,10,vehicle,1034,582,1041,584,0.856
6,0.2,11,person,351,896,345,897,0.736
6,0.2,12,vehicle,1572,464,1571,464,0.804
6,0.2,13,vehicle,1458,263,1458,263,0.794
6,0.2,14,person,920,716,913,721,0.539
6,0.2,15,vehicle,932,981,976,979,0.304
6,0.2,16,vehicle,71,722,85,723,0.835
6,0.2,17,person,1284,952,1284,951,0.703
6,0.2,18,vehicle,58,471,59,475,0.836
6,0.2,19,person,1327,476,1325,477,0.677
6,0.2,20,person,1393,351,1388,352,0.64
6,0.2,21,person,828,747,817,751,0.708
6,0.2,22,vehicle,1410,193,1409,193,0.719
6,0.2,23,person,571,811,565,832,0.378
6,0.2,24,person,296,317,301,313,0.747
6,0.2,25,vehicle,919,339,913,346,0.588
6,0.2,26,person,378,299,378,301,0.8
6,0.2,27,person,489,802,476,814,0.711
6,0.2,28,person,1071,508,1065,510,0.585
6,0.2,29,person,635,766,628,768,0.552
6,0.2,30,person,1223,1057,1209,1057,0.392
6,0.2,31,person,672,695,656,695,0.538
6,0.2,32,person,912,907,917,894,0.735
6,0.2,34,person,301,247,298,249,0.496
6,0.2,36,person,952,728,943,730,0.449
6,0.2,37,person,970,365,967,374,0.396
6,0.2,38,person,597,708,585,714,0.579
6,0.2,40,person,979,464,974,478,0.478
6,0.2,41,person,1063,372,1059,371,0.466
6,0.2,42,person,1685,516,1685,515,0.464
6,0.2,43,person,1179,429,1176,432,0.442
6,0.2,44,person,844,548,838,555,0.468
6,0.2,45,vehicle,1400,895,1418,905,0.371
6,0.2,46,person,1096,412,1093,413,0.398
6,0.2,47,person,1133,314,1130,318,0.43
6,0.2,49,person,1635,516,1635,517,0.319
6,0.2,54,person,1493,568,1497,572,0.352
6,0.2,55,person,535,816,530,825,0.393
6,0.2,64,person,1252,217,1252,217,0.398
6,0.2,65,person,1043,498,1043,498,0.407
6,0.2,67,person,864,563,864,563,0.393
6,0.2,39,vehicle,553,219,571,208,0.512
7,0.233,1,vehicle,1561,749,1593,764,0.931
7,0.233,2,vehicle,445,771,427,787,0.934
7,0.233,3,vehicle,1226,706,1236,717,0.936
7,0.233,4,vehicle,1004,827,1018,824,0.921
7,0.233,5,vehicle,359,682,370,678,0.914
7,0.233,6,vehicle,783,466,776,474,0.895
7,0.233,7,vehicle,339,406,365,387,0.897
7,0.233,9,vehicle,729,584,716,598,0.874
7,0.233,10,vehicle,1035,583,1042,584,0.86
7,0.233,11,person,351,897,344,905,0.824
7,0.233,12,vehicle,1572,464,1571,464,0.8
7,0.233,13,vehicle,1458,263,1458,263,0.795
7,0.233,14,person,919,717,911,722,0.656
7,0.233,15,vehicle,938,981,987,977,0.348
7,0.233,16,vehicle,73,722,88,719,0.859
7,0.233,17,person,1284,952,1285,951,0.733
7,0.233,18,vehicle,58,471,58,473,0.817
7,0.233,19,person,1327,476,1325,478,0.703
7,0.233,20,person,1393,351,1387,352,0.613
7,0.233,21,person,826,747,816,754,0.76
7,0.233,22,vehicle,1410,193,1410,193,0.704
7,0.233,23,person,570,813,564,833,0.611
7,0.233,24,person,297,317,304,313,0.724
7,0.233,25,vehicle,918,340,912,345,0.584
7,0.233,26,person,378,299,378,302,0.612
7,0.233,28,person,1070,508,1064,510,0.597
7,0.233,29,person,634,766,628,768,0.585
7,0.233,30,person,1222,1057,1210,1058,0.359
7,0.233,31,person,670,695,657,694,0.648
7,0.233,32,person,912,905,918,890,0.764
7,0.233,34,person,301,247,298,250,0.488
7,0.233,36,person,951,728,941,732,0.566
7,0.233,37,person,970,366,967,375,0.504
7,0.233,38,person,595,709,581,714,0.597
7,0.233,40,person,978,466,973,480,0.508
7,0.233,41,person,1062,372,1058,372,0.555
7,0.233,42,person,1685,516,1685,516,0.521
7,0.233,43,person,1178,429,1175,436,0.541
7,0.233,44,person,843,549,837,558,0.537
7,0.233,47,person,1133,315,1130,319,0.454
7,0.233,49,person,1635,516,1635,517,0.351
7,0.233,55,person,535,817,528,826,0.355
7,0.233,64,person,1252,217,1252,217,0.457
7,0.233,65,person,1043,498,1042,498,0.37
7,0.233,67,person,864,563,864,564,0.435
7,0.233,39,vehicle,555,218,575,205,0.614
7,0.233,48,person,1671,246,1670,246,0.309
7,0.233,56,vehicle,487,821,479,832,0.329
7,0.233,8,vehicle,1780,1056,1794,1055,0.582
8,0.267,1,vehicle,1565,751,1599,767,0.933
8,0.267,2,vehicle,442,773,424,792,0.941
8,0.267,3,vehicle,1227,708,1239,720,0.939
8,0.267,4,vehicle,1006,828,1021,832,0.92
8,0.267,5,vehicle,360,681,372,677,0.911
8,0.267,6,vehicle,782,467,774,476,0.884
8,0.267,7,vehicle,342,404,371,383,0.879
8,0.267,9,vehicle,727,586,713,600,0.868
8,0.267,10,vehicle,1036,583,1044,584,0.852
8,0.267,11,person,350,898,343,911,0.822
8,0.267,12,vehicle,1572,464,1571,463,0.754
8,0.267,13,vehicle,1458,263,1458,264,0.724
8,0.267,14,person,918,717,910,722,0.567
8,0.267,15,vehicle,943,981,997,978,0.357
8,0.267,16,vehicle,75,721,91,715,0.835
8,0.267,17,person,1284,952,1284,950,0.718
8,0.267,18,vehicle,58,471,59,477,0.853
8,0.267,19,person,1327,476,1324,481,0.721
8,0.267,20,person,1392,351,1386,352,0.638
8,0.267,21,person,825,748,815,758,0.719
8,0.267,22,vehicle,1410,193,1410,193,0.669
8,0.267,23,person,569,815,559,835,0.52
8,0.267,24,person,298,317,306,313,0.752
8,0.267,25,vehicle,918,341,911,349,0.575
8,0.267,26,person,378,299,378,303,0.678
8,0.267,28,person,1070,508,1063,510,0.631
8,0.267,29,person,634,766,625,767,0.548
8,0.267,30,person,1219,1057,1198,1057,0.57
8,0.267,31,person,669,695,653,697,0.679
8,0.267,32,person,913,903,920,885,0.754
8,0.267,34,person,300,248,298,252,0.574
8,0.267,36,person,950,729,939,732,0.437
8,0.267,37,person,969,367,966,377,0.474
8,0.267,40,person,977,467,972,481,0.535
8,0.267,41,person,1062,372,1057,372,0.506
8,0.267,42,person,1685,516,1685,516,0.429
8,0.267,43,person,1178,430,1175,439,0.578
8,0.267,44,person,843,550,836,561,0.555
8,0.267,47,person,1133,315,1129,319,0.479
8,0.267,49,person,1635,517,1635,517,0.34
8,0.267,55,person,534,818,528,828,0.327
8,0.267,64,person,1252,217,1252,217,0.435
8,0.267,65,person,1043,498,1040,498,0.48
8,0.267,67,person,864,563,863,564,0.44
8,0.267,39,vehicle,557,216,579,202,0.508
8,0.267,72,vehicle,586,730,586,730,0.643
8,0.267,74,person,998,474,998,474,0.361
8,0.267,8,vehicle,1782,1056,1797,1054,0.698
8,0.267,45,person,1403,896,1426,907,0.373
9,0.3,1,vehicle,1569,753,1607,770,0.933
9,0.3,2,vehicle,440,775,420,796,0.949
9,0.3,3,vehicle,1228,709,1242,722,0.938
9,0.3,4,vehicle,1007,828,1023,836,0.927
9,0.3,5,vehicle,362,681,374,677,0.906
9,0.3,6,vehicle,781,468,773,478,0.878
9,0.3,7,vehicle,346,401,377,380,0.877
9,0.3,9,vehicle,726,587,711,603,0.861
9,0.3,10,vehicle,1037,583,1044,585,0.863
9,0.3,11,person,349,900,342,917,0.832
9,0.3,12,vehicle,1572,464,1571,463,0.768
9,0.3,13,vehicle,1458,263,1458,264,0.729
9,0.3,14,person,917,718,906,722,0.542
9,0.3,15,vehicle,950,980,1008,978,0.51
9,0.3,16,vehicle,77,720,95,709,0.848
9,0.3,17,person,1284,951,1284,948,0.685
9,0.3,18,vehicle,58,472,59,479,0.857
9,0.3,19,person,1326,477,1323,485,0.716
9,0.3,20,person,1392,351,1386,351,0.66
9,0.3,21,person,824,750,814,763,0.74
9,0.3,22,vehicle,1410,193,1410,193,0.661
9,0.3,23,person,568,817,558,836,0.661
9,0.3,24,person,299,316,309,313,0.726
9,0.3,25,vehicle,917,341,909,349,0.642
9,0.3,26,person,379,300,379,301,0.683
9,0.3,28,person,1069,508,1062,510,0.641
9,0.3,29,person,633,766,624,767,0.416
9,0.3,30,person,1217,1057,1193,1057,0.544
9,0.3,31,person,667,695,651,696,0.634
9,0.3,32,person,914,901,921,882,0.792
9,0.3,34,person,300,248,298,252,0.575
9,0.3,36,person,949,729,938,732,0.441
9,0.3,37,person,969,368,964,377,0.524
9,0.3,40,person,977,469,971,481,0.493
9,0.3,41,person,1061,372,1056,372,0.526
9,0.3,42,person,1685,516,1685,516,0.415
9,0.3,43,person,1178,431,1175,441,0.585
9,0.3,44,person,842,551,835,563,0.51
9,0.3,47,person,1132,315,1128,319,0.492
9,0.3,49,person,1635,517,1635,517,0.318
9,0.3,55,person,533,819,522,829,0.391
9,0.3,64,person,1252,217,1251,217,0.386
9,0.3,67,person,864,563,862,564,0.407
9,0.3,39,vehicle,560,215,583,199,0.305
9,0.3,72,vehicle,586,730,583,732,0.591
9,0.3,74,person,998,474,997,476,0.333
9,0.3,8,vehicle,1784,1056,1800,1054,0.833
9,0.3,35,person,1047,495,1038,497,0.395
9,0.3,46,person,1096,413,1089,416,0.446
9,0.3,54,person,1493,569,1496,573,0.393
9,0.3,56,vehicle,486,823,474,835,0.377
10,0.333,1,vehicle,1574,755,1614,773,0.938
10,0.333,2,vehicle,438,778,416,799,0.951
10,0.333,3,vehicle,1230,711,1245,725,0.931
10,0.333,4,vehicle,1009,829,1026,837,0.927
10,0.333,5,vehicle,363,680,377,676,0.919
10,0.333,6,vehicle,780,469,771,480,0.88
10,0.333,7,vehicle,349,399,382,376,0.891
10,0.333,9,vehicle,724,589,708,601,0.843
10,0.333,10,vehicle,1038,583,1046,585,0.846
10,0.333,11,person,348,903,342,927,0.849
10,0.333,12,vehicle,1572,464,1571,463,0.761
10,0.333,13,vehicle,1458,263,1457,264,0.725
10,0.333,14,person,915,718,904,722,0.607
10,0.333,15,vehicle,957,980,1019,976,0.497
10,0.333,16,vehicle,79,719,98,710,0.839
10,0.333,17,person,1284,951,1284,946,0.688
10,0.333,18,vehicle,58,473,59,480,0.869
10,0.333,19,person,1326,478,1323,488,0.654
10,0.333,20,person,1391,351,1385,349,0.582
10,0.333,21,person,823,751,813,765,0.636
10,0.333,22,vehicle,1410,193,1410,193,0.665
10,0.333,23,person,567,819,556,837,0.679
10,0.333,24,person,300,316,311,313,0.764
10,0.333,25,vehicle,916,342,908,347,0.593
10,0.333,26,person,379,300,379,299,0.585
10,0.333,28,person,1068,509,1061,510,0.67
10,0.333,29,person,632,766,623,768,0.47
10,0.333,30,person,1214,1057,1191,1056,0.524
10,0.333,31,person,665,695,650,698,0.682
10,0.333,32,person,915,899,922,881,0.697
10,0.333,34,person,300,248,298,252,0.582
10,0.333,36,person,947,729,936,733,0.473
10,0.333,37,person,968,369,964,377,0.44
10,0.333,40,person,976,470,971,481,0.476
10,0.333,41,person,1061,372,1055,373,0.531
10,0.333,42,person,1685,516,1685,516,0.345
10,0.333,43,person,1178,433,1175,443,0.609
10,0.333,44,person,841,552,834,564,0.525
10,0.333,47,person,1132,316,1128,319,0.509
10,0.333,49,person,1635,517,1635,517,0.303
10,0.333,64,person,1252,217,1251,217,0.403
10,0.333,67,person,864,563,860,564,0.367
10,0.333,72,vehicle,586,731,580,734,0.536
10,0.333,8,vehicle,1786,1056,1802,1053,0.81
10,0.333,35,person,1046,495,1037,496,0.392
10,0.333,46,person,1095,413,1088,417,0.409
10,0.333,54,person,1494,569,1498,573,0.442
10,0.333,48,person,1671,246,1670,246,0.315
10,0.333,45,vehicle,1406,898,1440,910,0.362
11,0.367,1,vehicle,1578,757,1621,776,0.936
11,0.367,2,vehicle,435,780,411,803,0.94
11,0.367,3,vehicle,1232,712,1248,727,0.928
11,0.367,4,vehicle,1011,830,1028,835,0.917
11,0.367,5,vehicle,365,680,379,675,0.916
11,0.367,6,vehicle,779,471,769,482,0.881
11,0.367,7,vehicle,353,396,386,372,0.887
11,0.367,9,vehicle,722,590,706,603,0.856
11,0.367,10,vehicle,1039,583,1048,585,0.846
11,0.367,11,person,348,906,341,933,0.839
11,0.367,12,vehicle,1572,464,1571,463,0.732
11,0.367,13,vehicle,1458,263,1457,264,0.724
11,0.367,14,person,914,719,901,723,0.624
11,0.367,15,vehicle,964,979,1029,975,0.505
11,0.367,16,vehicle,81,718,101,709,0.797
11,0.367,17,person,1284,950,1284,941,0.702
11,0.367,18,vehicle,58,474,59,480,0.873
11,0.367,19,person,1326,479,1322,489,0.689
11,0.367,20,person,1390,351,1385,345,0.612
11,0.367,21,person,822,753,811,769,0.662
11,0.367,22,vehicle,1410,193,1411,193,0.664
11,0.367,23,person,566,821,555,837,0.673
